age	distance	disease
middleage	19	NA
middleage	255	NA
middleage	268	NA
middleage	139	NA
middleage	201	NA
middleage	246	NA
middleage	145	NA
middleage	165	NA
middleage	167	NA
middleage	221	NA
middleage	227	NA
middleage	222	NA
middleage	105	NA
middleage	45	NA
middleage	114	NA
middleage	212	NA
middleage	235	NA
middleage	51	NA
middleage	185	NA
middleage	222	NA
middleage	293	NA
middleage	99	NA
middleage	103	NA
middleage	142	NA
middleage	220	NA
middleage	151	NA
middleage	158	NA
middleage	279	NA
middleage	162	NA
middleage	60	NA
middleage	47	NA
middleage	298	NA
middleage	265	NA
middleage	160	NA
middleage	185	NA
middleage	49	NA
middleage	139	NA
middleage	70	NA
middleage	28	NA
middleage	76	NA
middleage	128	NA
middleage	217	NA
middleage	191	NA
middleage	299	NA
middleage	95	NA
middleage	264	NA
middleage	251	NA
middleage	277	NA
middleage	296	NA
middleage	113	NA
middleage	226	NA
middleage	72	NA
middleage	191	NA
middleage	185	NA
middleage	159	NA
middleage	214	NA
middleage	235	NA
middleage	55	NA
middleage	296	NA
middleage	197	NA
middleage	222	NA
middleage	69	NA
middleage	255	NA
middleage	54	NA
middleage	51	NA
middleage	128	NA
middleage	288	NA
middleage	166	NA
middleage	156	NA
middleage	79	NA
middleage	87	NA
middleage	148	NA
middleage	228	NA
middleage	72	NA
middleage	20	NA
middleage	83	NA
middleage	243	NA
middleage	272	NA
middleage	295	NA
middleage	93	NA
middleage	266	NA
middleage	47	NA
middleage	266	NA
middleage	142	NA
middleage	228	NA
middleage	75	NA
middleage	19	NA
middleage	174	NA
middleage	35	NA
middleage	153	NA
middleage	280	NA
middleage	127	NA
middleage	66	NA
middleage	266	NA
middleage	150	NA
middleage	210	NA
middleage	265	NA
middleage	125	NA
middleage	292	NA
middleage	273	NA
middleage	288	NA
middleage	267	NA
middleage	215	NA
middleage	278	NA
middleage	248	NA
middleage	37	NA
middleage	293	NA
middleage	151	NA
middleage	95	NA
middleage	73	NA
middleage	229	NA
middleage	19	NA
middleage	51	NA
middleage	28	NA
middleage	290	NA
middleage	145	NA
middleage	162	NA
middleage	78	NA
middleage	264	NA
middleage	196	NA
middleage	168	NA
middleage	174	NA
middleage	158	NA
middleage	73	NA
middleage	215	NA
middleage	49	NA
middleage	264	NA
middleage	224	NA
middleage	265	NA
middleage	128	NA
middleage	296	NA
middleage	144	NA
middleage	104	NA
middleage	18	NA
middleage	34	NA
middleage	42	NA
middleage	69	NA
middleage	15	NA
middleage	147	NA
middleage	251	NA
middleage	291	NA
middleage	132	NA
middleage	28	NA
middleage	117	NA
middleage	27	NA
middleage	199	NA
middleage	172	NA
middleage	139	NA
middleage	165	NA
middleage	270	NA
middleage	168	NA
middleage	295	NA
middleage	252	NA
middleage	25	NA
middleage	176	NA
middleage	54	NA
middleage	155	NA
middleage	237	NA
middleage	135	NA
middleage	286	NA
middleage	147	NA
middleage	246	NA
middleage	86	NA
middleage	215	NA
middleage	101	NA
middleage	256	NA
middleage	285	NA
middleage	192	NA
middleage	51	NA
middleage	203	NA
middleage	284	NA
middleage	193	NA
middleage	100	NA
middleage	95	NA
middleage	88	NA
middleage	74	NA
middleage	283	NA
middleage	188	NA
middleage	31	NA
middleage	92	NA
middleage	189	NA
middleage	299	NA
middleage	204	NA
middleage	252	NA
middleage	31	NA
middleage	31	NA
middleage	169	NA
middleage	128	NA
middleage	181	NA
middleage	125	NA
middleage	34	NA
middleage	154	NA
middleage	172	NA
middleage	72	NA
middleage	94	NA
middleage	190	NA
middleage	23	NA
middleage	190	NA
middleage	142	NA
middleage	221	NA
middleage	68	NA
middleage	264	NA
middleage	126	NA
middleage	178	NA
middleage	38	NA
middleage	82	NA
middleage	199	NA
middleage	113	NA
middleage	64	NA
middleage	209	NA
middleage	29	NA
middleage	189	NA
middleage	47	NA
middleage	179	NA
middleage	246	NA
middleage	21	NA
middleage	126	NA
middleage	294	NA
middleage	273	NA
middleage	119	NA
middleage	295	NA
middleage	100	NA
middleage	223	NA
middleage	146	NA
middleage	152	NA
middleage	20	NA
middleage	75	NA
middleage	259	NA
middleage	175	NA
middleage	171	NA
middleage	295	NA
middleage	100	NA
middleage	59	NA
middleage	65	NA
middleage	124	NA
middleage	58	NA
middleage	217	NA
middleage	264	NA
middleage	253	NA
middleage	91	NA
middleage	291	NA
middleage	285	NA
middleage	278	NA
middleage	119	NA
middleage	45	NA
middleage	146	NA
middleage	254	NA
middleage	171	NA
middleage	163	NA
middleage	222	NA
middleage	13	NA
middleage	153	NA
middleage	219	NA
middleage	84	NA
middleage	291	NA
middleage	234	NA
middleage	136	NA
middleage	296	NA
middleage	143	NA
middleage	169	NA
middleage	280	NA
middleage	175	NA
middleage	181	NA
middleage	228	NA
middleage	54	NA
middleage	142	NA
middleage	277	NA
middleage	152	NA
middleage	21	NA
middleage	255	NA
middleage	90	NA
middleage	80	NA
middleage	211	NA
middleage	229	NA
middleage	242	NA
middleage	104	NA
middleage	282	NA
middleage	240	NA
middleage	81	NA
middleage	239	NA
middleage	265	NA
middleage	109	NA
middleage	140	NA
middleage	125	NA
middleage	99	NA
middleage	19	NA
middleage	223	NA
middleage	47	NA
middleage	121	NA
middleage	291	NA
middleage	237	NA
middleage	38	NA
middleage	160	NA
middleage	136	NA
middleage	206	NA
middleage	114	NA
middleage	89	NA
middleage	85	NA
middleage	267	NA
middleage	194	NA
middleage	37	NA
middleage	47	NA
middleage	16	NA
middleage	273	NA
middleage	26	NA
middleage	62	NA
middleage	85	NA
middleage	207	NA
middleage	167	NA
middleage	192	NA
middleage	106	NA
middleage	214	NA
middleage	289	NA
middleage	214	NA
middleage	25	NA
middleage	202	NA
middleage	225	NA
middleage	197	NA
middleage	101	NA
middleage	238	NA
middleage	210	NA
middleage	260	NA
middleage	31	NA
middleage	194	NA
middleage	86	NA
middleage	193	NA
middleage	196	NA
middleage	154	NA
middleage	67	NA
middleage	234	NA
middleage	215	NA
middleage	215	NA
middleage	121	NA
middleage	240	NA
middleage	228	NA
middleage	225	NA
middleage	128	NA
middleage	35	NA
middleage	161	NA
middleage	287	NA
middleage	14	NA
middleage	227	NA
middleage	265	NA
middleage	133	NA
middleage	69	NA
middleage	73	NA
middleage	243	NA
middleage	128	NA
middleage	246	NA
middleage	97	NA
middleage	110	NA
middleage	259	NA
middleage	223	NA
middleage	91	NA
middleage	104	NA
middleage	162	NA
middleage	229	NA
middleage	279	NA
middleage	29	NA
middleage	110	NA
middleage	46	NA
middleage	34	NA
middleage	37	NA
middleage	224	NA
middleage	141	NA
middleage	224	NA
middleage	47	NA
middleage	132	NA
middleage	36	NA
middleage	36	NA
middleage	276	NA
middleage	55	NA
middleage	199	NA
middleage	251	NA
middleage	282	NA
middleage	187	NA
middleage	197	NA
middleage	289	NA
middleage	22	NA
middleage	37	NA
middleage	231	NA
middleage	274	NA
middleage	174	NA
middleage	117	NA
middleage	49	NA
middleage	129	NA
middleage	135	NA
middleage	65	NA
middleage	292	NA
middleage	126	NA
middleage	18	NA
middleage	185	NA
middleage	17	NA
middleage	100	NA
middleage	99	NA
middleage	158	NA
middleage	194	NA
middleage	142	NA
middleage	219	NA
middleage	112	NA
middleage	110	NA
middleage	165	NA
middleage	166	NA
middleage	203	NA
middleage	92	NA
middleage	180	NA
middleage	283	NA
middleage	169	NA
middleage	273	NA
middleage	193	NA
middleage	262	NA
middleage	283	NA
middleage	130	NA
middleage	83	NA
middleage	40	NA
middleage	176	NA
middleage	185	NA
middleage	189	NA
middleage	183	NA
middleage	209	NA
middleage	117	NA
middleage	220	NA
middleage	294	NA
middleage	214	NA
middleage	113	NA
middleage	43	NA
middleage	272	NA
middleage	38	NA
middleage	111	NA
middleage	44	NA
middleage	294	NA
middleage	280	NA
middleage	168	NA
middleage	222	NA
middleage	101	NA
middleage	201	NA
middleage	124	NA
middleage	46	NA
middleage	109	NA
middleage	72	NA
middleage	32	NA
middleage	119	NA
middleage	242	NA
middleage	269	NA
middleage	19	NA
middleage	125	NA
middleage	286	NA
middleage	117	NA
middleage	280	NA
middleage	51	NA
middleage	159	NA
middleage	209	NA
middleage	159	NA
middleage	290	NA
middleage	68	NA
middleage	168	NA
middleage	46	NA
middleage	105	NA
middleage	168	NA
middleage	189	NA
middleage	195	NA
middleage	15	NA
middleage	40	NA
middleage	192	NA
middleage	164	NA
middleage	258	NA
middleage	256	NA
middleage	281	NA
middleage	184	NA
middleage	167	NA
middleage	180	NA
middleage	263	NA
middleage	250	NA
middleage	183	NA
middleage	35	NA
middleage	235	NA
middleage	169	NA
middleage	216	NA
middleage	149	NA
middleage	131	NA
middleage	53	NA
middleage	150	NA
middleage	149	NA
middleage	209	NA
middleage	36	NA
middleage	245	NA
middleage	147	NA
middleage	281	NA
middleage	116	NA
middleage	21	NA
middleage	193	NA
middleage	280	NA
middleage	286	NA
middleage	174	NA
middleage	215	NA
middleage	104	NA
middleage	263	NA
middleage	244	NA
middleage	274	NA
middleage	281	NA
middleage	147	NA
middleage	192	NA
middleage	34	NA
middleage	221	NA
middleage	297	NA
middleage	261	NA
middleage	89	NA
middleage	67	NA
middleage	11	NA
middleage	69	NA
middleage	185	NA
middleage	137	NA
middleage	220	NA
middleage	194	NA
middleage	247	NA
middleage	37	NA
middleage	83	NA
middleage	20	NA
middleage	114	NA
middleage	193	NA
middleage	244	NA
middleage	44	NA
middleage	62	NA
middleage	264	NA
middleage	229	NA
middleage	138	NA
middleage	35	NA
middleage	201	NA
middleage	193	NA
middleage	130	NA
middleage	240	NA
middleage	191	NA
middleage	246	NA
middleage	102	NA
middleage	61	NA
middleage	253	NA
middleage	188	NA
middleage	61	NA
middleage	54	NA
middleage	104	NA
middleage	241	NA
middleage	130	NA
middleage	229	NA
middleage	168	NA
middleage	186	NA
middleage	49	NA
middleage	133	NA
middleage	257	NA
middleage	296	NA
middleage	269	NA
middleage	233	NA
middleage	52	NA
middleage	81	NA
middleage	115	NA
middleage	55	NA
middleage	183	NA
middleage	57	NA
middleage	210	NA
middleage	221	NA
middleage	113	NA
middleage	53	NA
middleage	80	NA
middleage	244	NA
middleage	45	NA
middleage	288	NA
middleage	218	NA
middleage	173	NA
middleage	67	NA
middleage	29	NA
middleage	70	NA
middleage	31	NA
middleage	44	NA
middleage	20	NA
middleage	282	NA
middleage	50	NA
middleage	33	NA
middleage	224	NA
middleage	133	NA
middleage	46	NA
middleage	112	NA
middleage	24	NA
middleage	49	NA
middleage	235	NA
middleage	294	NA
middleage	132	NA
middleage	202	NA
middleage	264	NA
middleage	25	NA
middleage	247	NA
middleage	296	NA
middleage	289	NA
middleage	163	NA
middleage	164	NA
middleage	194	NA
middleage	299	NA
middleage	220	NA
middleage	182	NA
middleage	195	NA
middleage	87	NA
middleage	139	NA
middleage	109	NA
middleage	75	NA
middleage	73	NA
middleage	288	NA
middleage	62	NA
middleage	195	NA
middleage	17	NA
middleage	72	NA
middleage	143	NA
middleage	188	NA
middleage	98	NA
middleage	76	NA
middleage	281	NA
middleage	136	NA
middleage	259	NA
middleage	285	NA
middleage	163	NA
middleage	66	NA
middleage	231	NA
middleage	128	NA
middleage	244	NA
middleage	66	NA
middleage	29	NA
middleage	45	NA
middleage	125	NA
middleage	57	NA
middleage	182	NA
middleage	18	NA
middleage	212	NA
middleage	124	NA
middleage	275	NA
middleage	83	NA
middleage	112	NA
middleage	83	NA
middleage	73	NA
middleage	134	NA
middleage	45	NA
middleage	158	NA
middleage	172	NA
middleage	149	NA
middleage	48	NA
middleage	126	NA
middleage	225	NA
middleage	278	NA
middleage	25	NA
middleage	148	NA
middleage	162	NA
middleage	16	NA
middleage	116	NA
middleage	113	NA
middleage	298	NA
middleage	40	NA
middleage	238	NA
middleage	185	NA
middleage	92	NA
middleage	186	NA
middleage	99	NA
middleage	206	NA
middleage	178	NA
middleage	18	NA
middleage	103	NA
middleage	214	NA
middleage	109	NA
middleage	282	NA
middleage	136	NA
middleage	188	NA
middleage	297	NA
middleage	198	NA
middleage	136	NA
middleage	236	NA
middleage	18	NA
middleage	66	NA
middleage	106	NA
middleage	281	NA
middleage	67	NA
middleage	287	NA
middleage	107	NA
middleage	48	NA
middleage	13	NA
middleage	240	NA
middleage	32	NA
middleage	294	NA
middleage	246	NA
middleage	71	NA
middleage	148	NA
middleage	59	NA
middleage	247	NA
middleage	190	NA
middleage	295	NA
middleage	140	NA
middleage	33	NA
middleage	176	NA
middleage	157	NA
middleage	196	NA
middleage	23	NA
middleage	274	NA
middleage	282	NA
middleage	293	NA
middleage	26	NA
middleage	26	NA
middleage	285	NA
middleage	122	NA
middleage	182	NA
middleage	102	NA
middleage	19	NA
middleage	224	NA
middleage	100	NA
middleage	136	NA
middleage	170	NA
middleage	262	NA
middleage	292	NA
middleage	297	NA
middleage	68	NA
middleage	149	NA
middleage	132	NA
middleage	292	NA
middleage	188	NA
middleage	55	NA
middleage	195	NA
middleage	296	NA
middleage	161	NA
middleage	164	NA
middleage	53	NA
middleage	261	NA
middleage	247	NA
middleage	257	NA
middleage	129	NA
middleage	205	NA
middleage	162	NA
middleage	10	NA
middleage	20	NA
middleage	91	NA
middleage	278	NA
middleage	74	NA
middleage	45	NA
middleage	76	NA
middleage	98	NA
middleage	15	NA
middleage	12	NA
middleage	54	NA
middleage	88	NA
middleage	259	NA
middleage	16	NA
middleage	264	NA
middleage	17	NA
middleage	241	NA
middleage	81	NA
middleage	296	NA
middleage	162	NA
middleage	288	NA
middleage	137	NA
middleage	172	NA
middleage	86	NA
middleage	73	NA
middleage	183	NA
middleage	290	NA
middleage	32	NA
middleage	166	NA
middleage	221	NA
middleage	232	NA
middleage	235	NA
middleage	190	NA
middleage	138	NA
middleage	69	NA
middleage	288	NA
middleage	31	NA
middleage	250	NA
middleage	299	NA
middleage	263	NA
middleage	143	NA
middleage	184	NA
middleage	266	NA
middleage	13	NA
middleage	37	NA
middleage	48	NA
middleage	42	NA
middleage	282	NA
middleage	287	NA
middleage	151	NA
middleage	128	NA
middleage	252	NA
middleage	248	NA
middleage	199	NA
middleage	37	NA
middleage	226	NA
middleage	125	NA
middleage	222	NA
middleage	76	NA
middleage	206	NA
middleage	276	NA
middleage	263	NA
middleage	103	NA
middleage	231	NA
middleage	22	NA
middleage	106	NA
middleage	202	NA
middleage	238	NA
middleage	168	NA
middleage	285	NA
middleage	289	NA
middleage	159	NA
middleage	167	NA
middleage	299	NA
middleage	28	NA
middleage	275	NA
middleage	44	NA
middleage	86	NA
middleage	88	NA
middleage	59	NA
middleage	94	NA
middleage	176	NA
middleage	259	NA
middleage	286	NA
middleage	61	NA
middleage	77	NA
middleage	236	NA
middleage	81	NA
middleage	36	NA
middleage	82	NA
middleage	63	NA
middleage	232	NA
middleage	140	NA
middleage	208	NA
middleage	271	NA
middleage	149	NA
middleage	274	NA
middleage	157	NA
middleage	243	NA
middleage	205	NA
middleage	206	NA
middleage	107	NA
middleage	93	NA
middleage	265	NA
middleage	115	NA
middleage	233	NA
middleage	163	NA
middleage	155	NA
middleage	80	NA
middleage	257	NA
middleage	133	NA
middleage	254	NA
middleage	218	NA
middleage	11	NA
middleage	254	NA
middleage	121	NA
middleage	124	NA
middleage	80	NA
middleage	69	NA
middleage	77	NA
middleage	135	NA
middleage	90	NA
middleage	212	NA
middleage	135	NA
middleage	101	NA
middleage	49	NA
middleage	232	NA
middleage	69	NA
middleage	175	NA
middleage	164	NA
middleage	186	NA
middleage	217	NA
middleage	26	NA
middleage	169	NA
middleage	297	NA
middleage	284	NA
middleage	91	NA
middleage	77	NA
middleage	288	NA
middleage	205	NA
middleage	229	NA
middleage	54	NA
middleage	257	NA
middleage	21	NA
middleage	50	NA
middleage	178	NA
middleage	85	NA
middleage	153	NA
middleage	117	NA
middleage	137	NA
middleage	122	NA
middleage	256	NA
middleage	19	NA
middleage	181	NA
middleage	130	NA
middleage	249	NA
middleage	68	NA
middleage	145	NA
middleage	230	NA
middleage	264	NA
middleage	127	NA
middleage	172	NA
middleage	49	NA
middleage	97	NA
middleage	73	NA
middleage	228	NA
middleage	90	NA
middleage	184	NA
middleage	16	NA
middleage	282	NA
middleage	113	NA
middleage	32	NA
middleage	221	NA
middleage	170	NA
middleage	239	NA
middleage	123	NA
middleage	247	NA
middleage	165	NA
middleage	149	NA
middleage	282	NA
middleage	121	NA
middleage	211	NA
middleage	225	NA
middleage	241	NA
middleage	224	NA
middleage	14	NA
middleage	280	NA
middleage	183	NA
middleage	249	NA
middleage	177	NA
middleage	185	NA
middleage	62	NA
middleage	150	NA
middleage	186	NA
middleage	76	NA
middleage	231	NA
middleage	233	NA
middleage	246	NA
middleage	197	NA
middleage	23	NA
middleage	112	NA
middleage	98	NA
middleage	285	NA
middleage	297	NA
middleage	38	NA
middleage	129	NA
middleage	70	NA
middleage	87	NA
middleage	189	NA
middleage	132	NA
middleage	66	NA
middleage	229	NA
middleage	230	NA
middleage	60	NA
middleage	211	NA
middleage	99	NA
middleage	241	NA
middleage	252	NA
middleage	200	NA
middleage	236	NA
middleage	103	NA
middleage	78	NA
middleage	169	NA
middleage	76	NA
middleage	76	NA
middleage	68	NA
middleage	82	NA
middleage	246	NA
middleage	208	NA
middleage	262	NA
middleage	113	NA
middleage	287	NA
middleage	99	NA
middleage	244	NA
middleage	195	NA
middleage	145	NA
middleage	120	NA
middleage	278	NA
middleage	113	NA
middleage	128	NA
middleage	107	NA
middleage	246	NA
middleage	128	NA
middleage	263	NA
middleage	56	NA
middleage	25	NA
middleage	15	NA
middleage	216	NA
middleage	292	NA
middleage	23	NA
middleage	273	NA
middleage	86	NA
middleage	23	NA
middleage	210	NA
middleage	209	NA
middleage	251	NA
middleage	222	NA
middleage	121	NA
middleage	68	NA
middleage	229	NA
middleage	68	NA
middleage	226	NA
middleage	221	NA
middleage	96	NA
middleage	141	NA
middleage	76	NA
middleage	94	NA
middleage	287	NA
middleage	45	NA
middleage	244	NA
middleage	255	NA
middleage	88	NA
middleage	181	NA
middleage	183	NA
middleage	77	NA
middleage	176	NA
middleage	251	NA
middleage	152	NA
middleage	90	NA
middleage	32	NA
middleage	223	NA
middleage	106	NA
middleage	231	NA
middleage	265	NA
middleage	245	NA
middleage	100	NA
middleage	30	NA
middleage	180	NA
middleage	253	NA
middleage	19	NA
middleage	136	NA
middleage	261	NA
middleage	170	NA
middleage	161	NA
middleage	146	NA
middleage	225	NA
middleage	32	NA
middleage	169	NA
middleage	168	NA
middleage	294	NA
middleage	282	NA
middleage	207	NA
middleage	57	NA
middleage	25	NA
middleage	150	NA
middleage	12	NA
middleage	14	NA
middleage	230	NA
middleage	128	NA
middleage	260	NA
middleage	297	NA
middleage	38	NA
middleage	262	NA
middleage	300	NA
middleage	249	NA
middleage	202	NA
middleage	60	NA
middleage	46	NA
middleage	141	NA
middleage	266	NA
middleage	224	NA
middleage	187	NA
middleage	77	NA
middleage	32	NA
middleage	151	NA
middleage	161	NA
middleage	140	NA
middleage	165	NA
middleage	140	NA
middleage	170	NA
middleage	165	NA
middleage	106	NA
middleage	198	NA
middleage	55	NA
middleage	188	NA
middleage	294	NA
middleage	218	NA
middleage	118	NA
middleage	228	NA
middleage	224	NA
middleage	269	NA
middleage	253	NA
middleage	280	NA
middleage	161	NA
middleage	191	NA
middleage	269	NA
middleage	71	NA
middleage	123	NA
middleage	72	NA
middleage	226	NA
middleage	57	NA
middleage	95	NA
middleage	160	NA
middleage	30	NA
middleage	98	NA
middleage	188	NA
middleage	56	NA
middleage	169	NA
middleage	284	NA
middleage	79	NA
middleage	135	NA
middleage	80	NA
middleage	293	NA
middleage	96	NA
middleage	121	NA
middleage	96	NA
middleage	288	NA
middleage	299	NA
middleage	194	NA
middleage	38	NA
middleage	24	NA
middleage	152	NA
middleage	73	NA
middleage	113	NA
middleage	98	NA
middleage	59	NA
middleage	136	NA
middleage	16	NA
middleage	62	NA
middleage	67	NA
middleage	106	NA
middleage	39	NA
middleage	164	NA
middleage	85	NA
middleage	81	NA
middleage	298	NA
middleage	11	NA
middleage	146	NA
middleage	54	NA
middleage	96	NA
middleage	227	NA
middleage	245	NA
middleage	96	NA
middleage	254	NA
middleage	255	NA
middleage	288	NA
middleage	229	NA
middleage	38	NA
middleage	150	NA
middleage	21	NA
middleage	244	NA
middleage	238	NA
middleage	164	NA
middleage	29	NA
middleage	101	NA
middleage	260	NA
middleage	61	NA
middleage	144	NA
middleage	113	NA
middleage	179	NA
middleage	89	NA
middleage	198	NA
middleage	280	NA
middleage	251	NA
middleage	215	NA
middleage	34	NA
middleage	138	NA
middleage	26	NA
middleage	268	NA
middleage	222	NA
middleage	208	NA
middleage	262	NA
middleage	54	NA
middleage	107	NA
middleage	224	NA
middleage	97	NA
middleage	36	NA
middleage	225	NA
middleage	252	NA
middleage	68	NA
middleage	289	NA
middleage	71	NA
middleage	244	NA
middleage	208	NA
middleage	241	NA
middleage	45	NA
middleage	47	NA
middleage	270	NA
middleage	211	NA
middleage	11	NA
middleage	237	NA
middleage	290	NA
middleage	200	NA
middleage	266	NA
middleage	25	NA
middleage	192	NA
middleage	30	NA
middleage	115	NA
middleage	118	NA
middleage	96	NA
middleage	195	NA
middleage	294	NA
middleage	188	NA
middleage	144	NA
middleage	76	NA
middleage	163	NA
middleage	16	NA
middleage	272	NA
middleage	94	NA
middleage	15	NA
middleage	136	NA
middleage	192	NA
middleage	294	NA
middleage	212	NA
middleage	261	NA
middleage	116	NA
middleage	141	NA
middleage	58	NA
middleage	28	NA
middleage	94	NA
middleage	196	NA
middleage	77	NA
middleage	278	NA
middleage	254	NA
middleage	226	NA
middleage	43	NA
middleage	90	NA
middleage	105	NA
middleage	30	NA
middleage	131	NA
middleage	123	NA
middleage	207	NA
middleage	147	NA
middleage	195	NA
middleage	267	NA
middleage	125	NA
middleage	87	NA
middleage	73	NA
middleage	181	NA
middleage	168	NA
middleage	57	NA
middleage	65	NA
middleage	88	NA
middleage	192	NA
middleage	76	NA
middleage	26	NA
middleage	243	NA
middleage	124	NA
middleage	106	NA
middleage	242	NA
middleage	104	NA
middleage	139	NA
middleage	144	NA
middleage	155	NA
middleage	248	NA
middleage	209	NA
middleage	203	NA
middleage	275	NA
middleage	134	NA
middleage	228	NA
middleage	32	NA
middleage	273	NA
middleage	232	NA
middleage	202	NA
middleage	56	NA
middleage	205	NA
middleage	172	NA
middleage	74	NA
middleage	41	NA
middleage	154	NA
middleage	219	NA
middleage	270	NA
middleage	138	NA
middleage	277	NA
middleage	65	NA
middleage	12	NA
middleage	260	NA
middleage	103	NA
middleage	27	NA
middleage	270	NA
middleage	182	NA
middleage	294	NA
middleage	266	NA
middleage	114	NA
middleage	10	NA
middleage	145	NA
middleage	66	NA
middleage	276	NA
middleage	32	NA
middleage	16	NA
middleage	190	NA
middleage	243	NA
middleage	197	NA
middleage	64	NA
middleage	268	NA
middleage	258	NA
middleage	63	NA
middleage	81	NA
middleage	259	NA
middleage	199	NA
middleage	219	NA
middleage	161	NA
middleage	15	NA
middleage	115	NA
middleage	288	NA
middleage	56	NA
middleage	252	NA
middleage	105	NA
middleage	122	NA
middleage	205	NA
middleage	195	NA
middleage	105	NA
middleage	117	NA
middleage	152	NA
middleage	138	NA
middleage	78	NA
middleage	154	NA
middleage	293	NA
middleage	111	NA
middleage	193	NA
middleage	16	NA
middleage	191	NA
middleage	171	NA
middleage	274	NA
middleage	138	NA
middleage	92	NA
middleage	139	NA
middleage	251	NA
middleage	222	NA
middleage	233	NA
middleage	206	NA
middleage	187	NA
middleage	199	NA
middleage	187	NA
middleage	11	NA
middleage	163	NA
middleage	170	NA
middleage	181	NA
middleage	107	NA
middleage	104	NA
middleage	141	NA
middleage	222	NA
middleage	289	NA
middleage	165	NA
middleage	36	NA
middleage	89	NA
middleage	270	NA
middleage	236	NA
middleage	159	NA
middleage	235	NA
middleage	84	NA
middleage	118	NA
middleage	61	NA
middleage	141	NA
middleage	19	NA
middleage	126	NA
middleage	15	NA
middleage	283	NA
middleage	92	NA
middleage	279	NA
middleage	17	NA
middleage	66	NA
middleage	49	NA
middleage	70	NA
middleage	55	NA
middleage	262	NA
middleage	68	NA
middleage	181	NA
middleage	300	NA
middleage	180	NA
middleage	172	NA
middleage	272	NA
middleage	139	NA
middleage	22	NA
middleage	145	NA
middleage	284	NA
middleage	22	NA
middleage	112	NA
middleage	146	NA
middleage	233	NA
middleage	81	NA
middleage	159	NA
middleage	102	NA
middleage	227	NA
middleage	156	NA
middleage	219	NA
middleage	255	NA
middleage	240	NA
middleage	98	NA
middleage	138	NA
middleage	295	NA
middleage	123	NA
middleage	57	NA
middleage	15	NA
middleage	135	NA
middleage	261	NA
middleage	50	NA
middleage	80	NA
middleage	219	NA
middleage	95	NA
middleage	216	NA
middleage	297	NA
middleage	265	NA
middleage	213	NA
middleage	127	NA
middleage	27	NA
middleage	91	NA
middleage	145	NA
middleage	58	NA
middleage	292	NA
middleage	69	NA
middleage	103	NA
middleage	110	NA
middleage	181	NA
middleage	151	NA
middleage	223	NA
middleage	160	NA
middleage	294	NA
middleage	275	NA
middleage	150	NA
middleage	75	NA
middleage	93	NA
middleage	166	NA
middleage	133	NA
middleage	213	NA
middleage	109	NA
middleage	168	NA
middleage	141	NA
middleage	102	NA
middleage	44	NA
middleage	76	NA
middleage	293	NA
middleage	93	NA
middleage	192	NA
middleage	244	NA
middleage	101	NA
middleage	124	NA
middleage	154	NA
middleage	200	NA
middleage	37	NA
middleage	149	NA
middleage	149	NA
middleage	201	NA
middleage	280	NA
middleage	226	NA
middleage	173	NA
middleage	104	NA
middleage	246	NA
middleage	255	NA
middleage	275	NA
middleage	126	NA
middleage	286	NA
middleage	221	NA
middleage	180	NA
middleage	119	NA
middleage	223	NA
middleage	180	NA
middleage	153	NA
middleage	69	NA
middleage	141	NA
middleage	11	NA
middleage	80	NA
middleage	256	NA
middleage	93	NA
middleage	57	NA
middleage	273	NA
middleage	109	NA
middleage	256	NA
middleage	245	NA
middleage	268	NA
middleage	193	NA
middleage	288	NA
middleage	58	NA
middleage	120	NA
middleage	237	NA
middleage	146	NA
middleage	268	NA
middleage	57	NA
middleage	135	NA
middleage	195	NA
middleage	13	NA
middleage	227	NA
middleage	276	NA
middleage	282	NA
middleage	130	NA
middleage	39	NA
middleage	43	NA
middleage	89	NA
middleage	92	NA
middleage	204	NA
middleage	55	NA
middleage	292	NA
middleage	87	NA
middleage	45	NA
middleage	225	NA
middleage	44	NA
middleage	161	NA
middleage	104	NA
middleage	255	NA
middleage	146	NA
middleage	149	NA
middleage	275	NA
middleage	89	NA
middleage	247	NA
middleage	47	NA
middleage	235	NA
middleage	185	NA
middleage	299	NA
middleage	243	NA
middleage	280	NA
middleage	140	NA
middleage	83	NA
middleage	290	NA
middleage	296	NA
middleage	33	NA
middleage	101	NA
middleage	75	NA
middleage	141	NA
middleage	290	NA
middleage	74	NA
middleage	288	NA
middleage	105	NA
middleage	130	NA
middleage	132	NA
middleage	297	NA
middleage	159	NA
middleage	99	NA
middleage	113	NA
middleage	299	NA
middleage	251	NA
middleage	200	NA
middleage	128	NA
middleage	43	NA
middleage	234	NA
middleage	294	NA
middleage	186	NA
middleage	213	NA
middleage	100	NA
middleage	187	NA
middleage	98	NA
middleage	122	NA
middleage	86	NA
middleage	273	NA
middleage	151	NA
middleage	97	NA
middleage	145	NA
middleage	176	NA
middleage	140	NA
middleage	275	NA
middleage	298	NA
middleage	288	NA
middleage	254	NA
middleage	299	NA
middleage	136	NA
middleage	27	NA
middleage	214	NA
middleage	240	NA
middleage	82	NA
middleage	219	NA
middleage	228	NA
middleage	185	NA
middleage	30	NA
middleage	263	NA
middleage	166	NA
middleage	241	NA
middleage	191	NA
middleage	114	NA
middleage	29	NA
middleage	48	NA
middleage	57	NA
middleage	195	NA
middleage	138	NA
middleage	103	NA
middleage	272	NA
middleage	62	NA
